current_filename,subspecialty,extracted_author,extracted_year,extracted_journal,extracted_title,suggested_filename,confidence,confidence_level,status
"Preop Opiate Use Independently Predicts Narcotic Consumption and Complication After TJA.pdf",GENERAL,"Rozell",2017,"JArthroplasty","Preop Opiate Use Independently Predicts Narcotic Consumption and Complication After TJA","2017_Rozell_JArthroplasty_Preop Opiate Use Independently Predicts Narcotic",1.00,high,pending
"Preoperative_Management_of_Antithrombotics_in.3 (1).pdf",GENERAL,"Preoperative",2019,"of","Antithrombotics in.3 (1)","2019_Preoperative_of_Antithrombotics In.3 1",1.00,high,pending
"Preoperative_Management_of_Antithrombotics_in.3.pdf",GENERAL,"Preoperative",2019,"of","Antithrombotics in.3","2019_Preoperative_of_Antithrombotics In.3",1.00,high,pending
"Preoperative_Planning_for_Primary_Total_Hip.5.pdf",GENERAL,"Preoperative",2005,"for","Primary Total Hip.5","2005_Preoperative_for_Primary Total Hip.5",1.00,high,pending
"Preoperative_Planning_for_Primary_Total_Hip.5_1.pdf",GENERAL,"Preoperative",2005,"for","Primary Total Hip.5 1","2005_Preoperative_for_Primary Total Hip.5 1",1.00,high,pending
"Preoperative_Planning_in_Primary_Total_Knee.2.pdf",GENERAL,"Preoperative",2016,"in","Primary Total Knee.2","2016_Preoperative_in_Primary Total Knee.2",1.00,high,pending
"PreopPlanninginPrimaryTKA.pdf",GENERAL,"Makhdom",2016,"JAAOS","PreopPlanninginPrimaryTKA","2016_Makhdom_JAAOS_Preop Planning in Primary Tka",1.00,high,pending
"PreopPlanningPrimaryTHA.pdf",GENERAL,"Padgett",2005,"JAAOS","PreopPlanningPrimaryTHA","2005_Padgett_JAAOS_Preop Planning Primary Tha",1.00,high,pending
"PreopPlanningRevisionTHA.pdf",GENERAL,"",2005,"JAAOS","PreopPlanningRevisionTHA","2005_Unknown_JAAOS_Preop Planning Revision Tha",0.75,high,pending
"PreopRadiographicEvalofPelvicDiscontinuity.pdf",GENERAL,"Barrett",2016,"JArthroplasty","PreopRadiographicEvalofPelvicDiscontinuity","2016_Barrett_JArthroplasty_Preop Radiographic Eval of Pelvic Discontinuity",1.00,high,pending
"ProphylaxisAgainstVTETHAandTKA_JBJSReviews.pdf",GENERAL,"Charleston",2015,"JBJS","JBJSReviews","2015_Charleston_JBJS_Jbjs Reviews",1.00,high,pending
"radiation treatment for HO p THA .pdf",GENERAL,"Hospital",2007,"JBJS","radiation treatment for HO p THA ","2007_Hospital_JBJS_Radiation Treatment for Ho P Tha",1.00,high,pending
"RanawatAward2017_KinematicvsMechanicalAlignment.pdf",GENERAL,"RanawatAward2017",2016,"CORR","KinematicvsMechanicalAlignment","2016_RanawatAward2017_CORR_Kinematicvs Mechanical Alignment",1.00,high,pending
"Ranawat_1951_Unknown_The_history_of_total_knee.pdf",GENERAL,"Ranawat",1951,"CORR","The history of total knee","1951_Ranawat_CORR_The History of Total Knee",1.00,high,pending
"Recurrent_Hemarthrosis_After_Total_Knee.4.pdf",GENERAL,"Recurrent",2019,"After","Total Knee.4","2019_Recurrent_After_Total Knee.4",1.00,high,pending
"revision for taper corrosion .pdf",GENERAL,"Orthopaedics",2016,"CORR","revision for taper corrosion ","2016_Orthopaedics_CORR_Revision for Taper Corrosion",1.00,high,pending
"revision TKA .pdf",GENERAL,"",2016,"","revision TKA ","2016_Unknown_Unknown_Revision Tka",0.50,medium,pending
"RevisionforPeriprostheticFxsofHipandKnee_ICL.pdf",GENERAL,"Haidukewych",2013,"ICL","Course Lectures","2013_Haidukewych_ICL_Course Lectures",1.00,high,pending
"RevisionTKA.pdf",GENERAL,"Dennis",2008,"JAAOS","RevisionTKA","2008_Dennis_JAAOS_Revision Tka",1.00,high,pending
"Revision_Total_Knee_Arthroplasty.3.pdf",GENERAL,"Revision",2008,"Knee","Arthroplasty.3","2008_Revision_Knee_Arthroplasty.3",1.00,high,pending
"Robert_1994_CORR_CLINICAL_ORTHOPAEDICS_AND_RELATED_RESEARCH.pdf",GENERAL,"Robert",1994,"CORR","CLINICAL ORTHOPAEDICS AND RELATED RESEARCH","1994_Robert_CORR_Clinical Orthopaedics and Related Research",1.00,high,pending
"RoboticsinTJA_CommentaryJOA2019.pdf",GENERAL,"Booth",2019,"JBJS","CommentaryJOA2019","2019_Booth_JBJS_Commentary Joa2019",1.00,high,pending
"RUSH ARTICAL ON RECURRENT INSTABILity.pdf",GENERAL,"Wera",2012,"JArthroplasty","RUSH ARTICAL ON RECURRENT INSTABILity","2012_Wera_JArthroplasty_Rush Artical on Recurrent Instabi Lity",1.00,high,pending
"Salto_2024_Unknown_Foot_&_Ankle_International®.pdf",GENERAL,"Salto",2024,"CORR","Foot & Ankle International®","2024_Salto_CORR_Foot and Ankle International®",1.00,high,pending
"Scheerlinck, AO 2010, Primary THA templating.pdf",GENERAL,"",2010,"CORR","Scheerlinck, AO 2010, Primary THA templating","2010_Unknown_CORR_Scheerlinck Ao 2010 Primary Tha Templating",0.75,high,pending
"Scott_1996_CORR_CLINICAL_ORTHOPAEDICS_AND_RELATED_RESEARCH.pdf",GENERAL,"Scott",1996,"CORR","CLINICAL ORTHOPAEDICS AND RELATED RESEARCH","1996_Scott_CORR_Clinical Orthopaedics and Related Research",1.00,high,pending
"Scott_1998_AJSM_Conscious_Neurosensory_Mapping_of_the.pdf",GENERAL,"Scott",1998,"AJSM","Conscious Neurosensory Mapping of the","1998_Scott_AJSM_Conscious Neurosensory Mapping of the",1.00,high,pending
"Scott_Chapter-121 kinematic tka.pdf",GENERAL,"Scott",,"CORR","Chapter 121 kinematic tka","Unknown_Scott_CORR_Chapter 121 Kinematic Tka",0.75,high,pending
"Scott_Unknown_Injury_Current_Concepts.pdf",GENERAL,"Scott",,"Injury","Current Concepts","Unknown_Scott_Injury_Current Concepts",0.75,high,pending
"SershonCanDemographicVariablesAccuratelyPredictComponentSizinginPrimaryTKA.pdf",GENERAL,"Sershon",2017,"JArthroplasty","SershonCanDemographicVariablesAccuratelyPredictComponentSizinginPrimaryTKA","2017_Sershon_JArthroplasty_Sershon Can Demographic Variables Accurately",1.00,high,pending
"sharma2005 girdlestone .pdf",GENERAL,"",2005,"CORR","sharma2005 girdlestone ","2005_Unknown_CORR_Sharma2005 Girdlestone",0.75,high,pending
"Sir_2009_CORR_SYMPOSIUM_PAPERS_PRESENTED_AT_THE_2009_CLOSED_MEETING_OF_THE_INTERNATIONAL.pdf",GENERAL,"Sir",2009,"CORR","SYMPOSIUM PAPERS PRESENTED AT THE 2009 CLOSED MEETING OF THE INTERNATIONAL","2009_Sir_CORR_Symposium Papers Presented at the 2009 Closed",1.00,high,pending
"Soft-Tissue Balance  in Revision Total  Knee Arthroplasty.pdf",GENERAL,"Ries",2004,"JBJS","Soft Tissue Balance  in Revision Total  Knee Arthroplasty","2004_Ries_JBJS_Soft Tissue Balance in Revision Total Knee",1.00,high,pending
"SoftTissueBalancingDuringTKAinVarusKnee.pdf",GENERAL,"",2009,"JAAOS","SoftTissueBalancingDuringTKAinVarusKnee","2009_Unknown_JAAOS_Soft Tissue Balancing during Tk a in Varus Knee",0.75,high,pending
"Soft_tissue_Balancing_During_Total_Knee.5.pdf",GENERAL,"Soft",2009,"Balancing","During Total Knee.5","2009_Soft_Balancing_During Total Knee.5",1.00,high,pending
"Soft_tissue_Balancing_During_Total_Knee.5_1.pdf",GENERAL,"Soft",2009,"Balancing","During Total Knee.5 1","2009_Soft_Balancing_During Total Knee.5 1",1.00,high,pending
"Static_and_Mobile_Antibiotic_impregnated_Cement.4.pdf",GENERAL,"Static",2009,"Mobile","Antibiotic impregnated Cement.4","2009_Static_Mobile_Antibiotic Impregnated Cement.4",1.00,high,pending
"Surgical_Techniques_for_Total_Knee_Arthroplasty__.4.pdf",GENERAL,"Surgical",2017,"for","Total Knee Arthroplasty  .4","2017_Surgical_for_Total Knee Arthroplasty .4",1.00,high,pending
"Suture_2018_Arthroscopy_Contents_lists_available_at_ScienceDirect.pdf",GENERAL,"Suture",2018,"Arthroscopy","Contents lists available at ScienceDirect","2018_Suture_Arthroscopy_Contents Lists Available at Science Direct",1.00,high,pending
"Suture_2018_Arthroscopy_Contents_lists_available_at_ScienceDirect_1.pdf",GENERAL,"Suture",2018,"Arthroscopy","Contents lists available at ScienceDirect 1","2018_Suture_Arthroscopy_Contents Lists Available at Science Direct 1",1.00,high,pending
"tang2000 THA in ankylosing spondylitis .pdf",GENERAL,"Kong",2000,"JArthroplasty","tang2000 THA in ankylosing spondylitis ","2000_Kong_JArthroplasty_Tang2000 Tha in Ankylosing Spondylitis",1.00,high,pending
"Tapasvi_ComparisonofGapBalacingvsMeasuredResectioninBilateral TKA.pdf",GENERAL,"Tapasvi",2019,"JArthroplasty","ComparisonofGapBalacingvsMeasuredResectioninBilateral TKA","2019_Tapasvi_JArthroplasty_Comparison of Gap Balacingvs Measured Resection",1.00,high,pending
"THA dysplasia.pdf",GENERAL,"Kuchinad",,"JBJS","THA dysplasia","Unknown_Kuchinad_JBJS_Tha Dysplasia",0.75,high,pending
"THA Modularity reference.pdf",GENERAL,"Bechtol",1971,"","THA Modularity reference","1971_Bechtol_Unknown_Tha Modularity Reference",0.75,high,pending
"The Morse Taper.pdf",GENERAL,"",2013,"","The Morse Taper","2013_Unknown_Unknown_The Morse Taper",0.50,medium,pending
"The Safety of TXA in TJA.pdf",GENERAL,"Fillingham",2018,"JAAOS","The Safety of TXA in TJA","2018_Fillingham_JAAOS_The Safety of Txa in Tja",1.00,high,pending
"The use of the transverse acetabular ligament for determining the orientation of the components in total hip replacement.pdf",GENERAL,"Hospital",2014,"BJJ","The use of the transverse acetabular ligament for determining the orientation of the components in total hip replacement","2014_Hospital_BJJ_The Use of the Transverse Acetabular Ligament for",1.00,high,pending
"TheFailedTKA.pdf",GENERAL,"Gonzalez",2004,"JAAOS","TheFailedTKA","2004_Gonzalez_JAAOS_The Failed Tka",1.00,high,pending
"TheImpactofCoronalAlignmentonRevisioninMedialFixedBearingUni.pdf",GENERAL,"Slaven",2019,"JArthroplasty","TheImpactofCoronalAlignmentonRevisioninMedialFixedBearingUni","2019_Slaven_JArthroplasty_The Impact of Coronal Alignmenton Revision in",1.00,high,pending
"TheKnee 2006 TXA reduces TKA blood loss.pdf",GENERAL,"",2005,"CORR","TheKnee 2006 TXA reduces TKA blood loss","2005_Unknown_CORR_The Knee 2006 Txa Reduces Tka Blood Loss",0.75,high,pending
"TheKnee 2013 topical TXA meta analysis review.pdf",GENERAL,"",2013,"CORR","TheKnee 2013 topical TXA meta analysis review","2013_Unknown_CORR_The Knee 2013 Topical Txa Meta Analysis Review",0.75,high,pending
"TheKnee 2014 poly liner disengagement arthrogram.pdf",GENERAL,"Hospital",2014,"CORR","TheKnee 2014 poly liner disengagement arthrogram","2014_Hospital_CORR_The Knee 2014 Poly Liner Disengagement Arthrogram",1.00,high,pending
"ThrombRes 1997 fibrinoysis TXA in TKA.pdf",GENERAL,"GoranBenoni",1997,"CORR","ThrombRes 1997 fibrinoysis TXA in TKA","1997_GoranBenoni_CORR_Thromb Res 1997 Fibrinoysis Txa in Tka",1.00,high,pending
"ThrombRes 2008 Use of antifibrinolytics in orthopedic surgery.pdf",GENERAL,"",2008,"CORR","ThrombRes 2008 Use of antifibrinolytics in orthopedic surgery","2008_Unknown_CORR_Thromb Res 2008 Use of Antifibrinolytics in",0.75,high,pending
"TKAinValgusKnee.pdf",GENERAL,"",2002,"JAAOS","TKAinValgusKnee","2002_Unknown_JAAOS_Tk a in Valgus Knee",0.75,high,pending
"TKA_PeriprostheticFx_KNEE.pdf",GENERAL,"TKA",2011,"CORR","PeriprostheticFx KNEE","2011_TKA_CORR_Periprosthetic Fx Knee",1.00,high,pending
"TKA_Periprosthetic_Fxs.pdf",GENERAL,"Egol",2006,"CORR","Periprosthetic Fxs","2006_Egol_CORR_Periprosthetic Fxs",1.00,high,pending
"Total_Hip_Arthroplasty_for_Posttraumatic.2 (1).pdf",GENERAL,"Total",2018,"Arthroplasty","for Posttraumatic.2 (1)","2018_Total_Arthroplasty_For Posttraumatic.2 1",1.00,high,pending
"Tourniquet Use Does Not Affect Functional Outcomes or Pain After Total Knee Arthroplasty.pdf",GENERAL,"Rondon",,"JBJS","Tourniquet Use Does Not Affect Functional Outcomes or Pain After Total Knee Arthroplasty","Unknown_Rondon_JBJS_Tourniquet Use Does Not Affect Functional",0.75,high,pending
"Transdermal Scopolamine as an Adjunct to Multi-modal Pain Management in Patients Undergoing Total Joint Arthroplasty (1).pdf",GENERAL,"Shah",2019,"JArthroplasty","Transdermal Scopolamine as an Adjunct to Multi modal Pain Management in Patients Undergoing Total Joint Arthroplasty (1)","2019_Shah_JArthroplasty_Transdermal Scopolamine as an Adjunct to Multi",1.00,high,pending
"Transfusion 2014 Evidence for TXA use.pdf",GENERAL,"",2014,"JBJS","Transfusion 2014 Evidence for TXA use","2014_Unknown_JBJS_Transfusion 2014 Evidence for Txa Use",0.75,high,pending
"TreatmentandOutcomeofPJIinUnicompartmentalKneeArthroplasty.pdf",GENERAL,"Chalmers",2020,"JArthroplasty","TreatmentandOutcomeofPJIinUnicompartmentalKneeArthroplasty","2020_Chalmers_JArthroplasty_Treatment and Outcome of Pj I in Unicompartmental",1.00,high,pending
"TrochantericOsteotomyandFixationDuringTHA.pdf",GENERAL,"Surgery",2003,"JAAOS","TrochantericOsteotomyandFixationDuringTHA","2003_Surgery_JAAOS_Trochanteric Osteotomy and Fixation during Tha",1.00,high,pending
"Trochanteric_Osteotomy_and_Fixation_During_Total hip.3.pdf",GENERAL,"Trochanteric",2003,"and","Fixation During Total hip.3","2003_Trochanteric_and_Fixation during Total Hip.3",1.00,high,pending
"Trochanteric_Osteotomy_and_Fixation_During_Total.3.pdf",GENERAL,"Trochanteric",2003,"and","Fixation During Total.3","2003_Trochanteric_and_Fixation during Total.3",1.00,high,pending
"Trunnionosis in THA.pdf",GENERAL,"Weiser",1994,"JBJS","Trunnionosis in THA","1994_Weiser_JBJS_Trunnionosis in Tha",1.00,high,pending
"TrunnionosisinTHA.pdf",GENERAL,"Weiser",1994,"JBJS","TrunnionosisinTHA","1994_Weiser_JBJS_Trunnionosis in Tha",1.00,high,pending
"TwoStageRevisionforChronicPeriprostheticHipandKneeInfection.pdf",GENERAL,"Dhotar",2014,"JAAOS","TwoStageRevisionforChronicPeriprostheticHipandKneeInfection","2014_Dhotar_JAAOS_Two Stage Revision for Chronic Periprosthetic Hip",1.00,high,pending
"Two_stage_Revision_Arthroplasty_for_Management_of.3.pdf",GENERAL,"Two",2014,"Revision","Arthroplasty for Management of.3","2014_Two_Revision_Arthroplasty for Management Of.3",1.00,high,pending
"Two_stage_Revision_Arthroplasty_for_THA TKA infection.pdf",GENERAL,"Two",2014,"Revision","Arthroplasty for THA TKA infection","2014_Two_Revision_Arthroplasty for Tha Tka Infection",1.00,high,pending
"Unknown_1931_Injury_TENDON_TRANSPLANTATION.pdf",GENERAL,"",1931,"Injury","TENDON TRANSPLANTATION","1931_Unknown_Injury_Tendon Transplantation",0.75,high,pending
"Unknown_2001_Unknown_Is_physical_activity_or_physical_fitness_more.pdf",GENERAL,"",2001,"","Is physical activity or physical fitness more","2001_Unknown_Unknown_Is Physical Activity or Physical Fitness More",0.50,medium,pending
"Unknown_2005_Unknown_Sports_Med_2005;_35_(4)_339-361.pdf",GENERAL,"Australia",2005,"","Sports Med 2005; 35 (4) 339 361","2005_Australia_Unknown_Sports Med 2005 35 4 339 361",0.75,high,pending
"Unknown_2013_Injury_The_Pain_of_Tendinopathy_Physiological_or_Pathophysiological.pdf",GENERAL,"University",2013,"Injury","The Pain of Tendinopathy Physiological or Pathophysiological","2013_University_Injury_The Pain of Tendinopathy Physiological or",1.00,high,pending
"Unknown_2014_Injury_Mechanisms_of_tissue_damage_in_arthritis.pdf",GENERAL,"",2014,"Injury","Mechanisms of tissue damage in arthritis","2014_Unknown_Injury_Mechanisms of Tissue Damage in Arthritis",0.75,high,pending
"Unknown_2014_JAAOS_Two-stage_Revision_Arthroplasty.pdf",GENERAL,"Dhotar",2014,"JAAOS","Two stage Revision Arthroplasty","2014_Dhotar_JAAOS_Two Stage Revision Arthroplasty",1.00,high,pending
"Unknown_2015_OKU_fie_continae~l_cfe~~elc~pmcRZt_of_~r~~~~l;tnt_~ec~ineCries_.lnci_n~atcriatl.pdf",GENERAL,"",2015,"OKU","fie continae~l cfe~~elc~pmcRZt of ~r~~~~l;tnt ~ec~ineCries .lnci n~atcriatl","2015_Unknown_OKU_Fie Continae~l Cfe~~elc~pmc R Zt of ~r~~~~ltnt",0.75,high,pending
"Unknown_2015_Spine_ORIGINAL_ARTICLE_•_GENERAL_ORTHOPAEDICS_-_ASSESSMENT.pdf",GENERAL,"",2015,"Spine","ORIGINAL ARTICLE • GENERAL ORTHOPAEDICS   ASSESSMENT","2015_Unknown_Spine_Original Article • General Orthopaedics Assessment",0.75,high,pending
"Unknown_2016_Arthroscopy_Histologic_Evaluation_of_Biopsy_Specimens_Obtained.pdf",GENERAL,"Bishai",2016,"Arthroscopy","Histologic Evaluation of Biopsy Specimens Obtained","2016_Bishai_Arthroscopy_Histologic Evaluation of Biopsy Specimens Obtained",1.00,high,pending
"Unknown_2020_Arthroscopy_Both_Labral_Debridement_and_Labral_Repair_Result_in.pdf",GENERAL,"",2020,"Arthroscopy","Both Labral Debridement and Labral Repair Result in","2020_Unknown_Arthroscopy_Both Labral Debridement and Labral Repair Result",0.75,high,pending
"Unknown_2020_Arthroscopy_Editorial_Commentary_In_Terms_of_Hip_Arthroscopy.pdf",GENERAL,"",2020,"Arthroscopy","Editorial Commentary In Terms of Hip Arthroscopy","2020_Unknown_Arthroscopy_Editorial Commentary in Terms of Hip Arthroscopy",0.75,high,pending
"Unknown_2024_JAAOS_The_Training_Room.pdf",GENERAL,"Polmear",2024,"JAAOS","The Training Room","2024_Polmear_JAAOS_The Training Room",1.00,high,pending
"Unknown_2024_Unknown_Foot_&_Ankle_International®.pdf",GENERAL,"Surgery",2024,"CORR","Foot & Ankle International®","2024_Surgery_CORR_Foot and Ankle International®",1.00,high,pending
"Unknown_2030_OKU_The_nunitier_of_total_knee_~i~-rhr~~plasries_is_projected_to.pdf",GENERAL,"",2030,"OKU","The nunitier of total knee ~i~ rhr~~plasries is projected to","2030_Unknown_OKU_The Nunitier of Total Knee ~i~ Rhr~~plasries Is",0.75,high,pending
"UnstablePatellaAfterTKA.pdf",GENERAL,"Etiology",2003,"JAAOS","UnstablePatellaAfterTKA","2003_Etiology_JAAOS_Unstable Patella after Tka",1.00,high,pending
"UpdateOnCementlessFemoralFixationinTHA.pdf",GENERAL,"Kheir",,"JBJS","UpdateOnCementlessFemoralFixationinTHA","Unknown_Kheir_JBJS_Update on Cementless Femoral Fixation in Tha",0.75,high,pending
"Vascular Injuries in Total Knee Arthroplasty.pdf",GENERAL,"Mont",2020,"JBJS","Vascular Injuries in Total Knee Arthroplasty","2020_Mont_JBJS_Vascular Injuries in Total Knee Arthroplasty",1.00,high,pending
"Vladimir_2006_Spine_SPINE_Volume_31,_Number_9,_pp_1060–1064.pdf",GENERAL,"Vladimir",2006,"Spine","SPINE Volume 31, Number 9, pp 1060–1064","2006_Vladimir_Spine_Spine Volume 31 Number 9 Pp 1060-1064",1.00,high,pending
"Walter_MonoflangedCustomMadeAcetabularComponents.pdf",GENERAL,"Walter",2019,"JArthroplasty","MonoflangedCustomMadeAcetabularComponents","2019_Walter_JArthroplasty_Monoflanged Custom Made Acetabular Components",1.00,high,pending
"WhatSafeZone_VastMajorityofDislocatedTHAsareWithinLewinnekSafeZone_Abdel.pdf",GENERAL,"Abdel",2015,"CORR","VastMajorityofDislocatedTHAsareWithinLewinnekSafeZone Abdel","2015_Abdel_CORR_Vast Majority of Dislocated Th Asare with in",1.00,high,pending
"Why are TKAs Failing Today.pdf",GENERAL,"Sharkey",2014,"JArthroplasty","Why are TKAs Failing Today","2014_Sharkey_JArthroplasty_Why Are Tk as Failing Today",1.00,high,pending
"Young_RanawatAward2017NoDifferencein2YearFunctionalOutcomesusingKinematicvsMechanicalAlignmentinTKA.pdf",GENERAL,"Young",2016,"CORR","RanawatAward2017NoDifferencein2YearFunctionalOutcomesusingKinematicvsMechanicalAlignmentinTKA","2016_Young_CORR_Ranawat Award2017no Differencein2year Functional",1.00,high,pending
"414_oku_3-15_-_osteosarcoma_of_bone.pdf",GENERAL,"414",2018,"3-15","  osteosarcoma of bone","2018_414_3-15_Osteosarcoma of Bone",1.00,high,pending
"414_oku_3-16_-_ewing_sarcoma.pdf",GENERAL,"414",2018,"3-16","  ewing sarcoma","2018_414_3-16_Ewing Sarcoma",1.00,high,pending
"414_oku_3-17_-_chondrosarcoma_of_bo.pdf",GENERAL,"414",2018,"3-17","  chondrosarcoma of bo","2018_414_3-17_Chondrosarcoma of Bo",1.00,high,pending
"biopsy prinicples errani2013.pdf",GENERAL,"",2013,"CORR","biopsy prinicples errani2013","2013_Unknown_CORR_Biopsy Prinicples Errani2013",0.75,high,pending
"Christopher_2025_Injury_EDITOR’S_CHOICE.pdf",GENERAL,"Christopher",2025,"Injury","EDITOR’S CHOICE","2025_Christopher_Injury_Editors Choice",1.00,high,pending
"Clinical_2012_Spine_Clinical_management_and_surgical_treatment_of_distal_fibular.pdf",GENERAL,"Clinical",2012,"Spine","Clinical management and surgical treatment of distal fibular","2012_Clinical_Spine_Clinical Management and Surgical Treatment of",1.00,high,pending
"Codman_Unknown_Unknown_THE_PATHOLOGY_ASSOCIATED_WITH_RUPTURE_OF_THE.pdf",GENERAL,"Codman",,"CORR","THE PATHOLOGY ASSOCIATED WITH RUPTURE OF THE","Unknown_Codman_CORR_The Pathology Associated with Rupture of the",0.75,high,pending
"Common Benign Lesions of Bone in Children and Adolescents.pdf",GENERAL,"Stanitski",2002,"JPO","Common Benign Lesions of Bone in Children and Adolescents","2002_Stanitski_JPO_Common Benign Lesions of Bone in Children and",1.00,high,pending
"destructive lesions in adults .pdf",GENERAL,"Weber",2010,"JAAOS","destructive lesions in adults ","2010_Weber_JAAOS_Destructive Lesions in Adults",1.00,high,pending
"Dieckmann_2009_IntOrthop_Reconstruction_after_wide_resection_of_the_entire_distal_fibula.pdf",GENERAL,"Dieckmann",2009,"IntOrthop","Reconstruction after wide resection of the entire distal fibula","2009_Dieckmann_IntOrthop_Reconstruction after Wide Resection of the Entire",1.00,high,pending
